SYMBOL,GID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SUCLG2,104833855,"succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",237.0562224,-2.178209762,0.607550186,-3.585234297,0.000336776,0.015554963
M1AP,104832325,meiosis 1 arrest protein,50.43575052,-2.184408387,0.697415936,-3.132145787,0.001735337,0.031869874
MAN2B2,104841666,epididymis-specific alpha-mannosidase isoform X1,58.44625395,-2.185434793,0.657804301,-3.322317578,0.00089273,0.023771485
PPP1R16B,104842011,protein phosphatase 1 regulatory inhibitor subunit 16B isoform X1,87.87882877,-2.188994319,0.753519931,-2.905025106,0.003672236,0.044860143
ARHGAP10,104837173,rho GTPase-activating protein 10,251.5023129,-2.19335543,0.592446245,-3.702201591,0.000213737,0.012751165
BCAT1,104830893,"branched-chain-amino-acid aminotransferase, cytosolic",193.2037733,-2.194128796,0.534028359,-4.108637226,3.98E-05,0.005972626
PRR5,104836601,proline-rich protein 5 isoform X1,222.3221407,-2.199574067,0.640926742,-3.43186502,0.000599446,0.019903346
EMB,104829349,embigin,37.82269418,-2.201016917,0.686626766,-3.205550711,0.001348043,0.028617715
SAMD4A,104839486,protein Smaug homolog 1 isoform X1,241.7991943,-2.205915565,0.634967103,-3.474062756,0.000512641,0.018805963
KLF12,104836587,Krueppel-like factor 12 isoform X1,280.4594664,-2.207235714,0.68683288,-3.213643053,0.001310625,0.028343144
HSPG2,104837984,basement membrane-specific heparan sulfate proteoglycan core protein,72.00856931,-2.207360685,0.71667298,-3.080011031,0.002069929,0.035400839
BCHE,104835068,cholinesterase,469.0534103,-2.21186767,0.483352371,-4.576097694,4.74E-06,0.002644559
LOC104833304,104833304,proto-oncogene Mas-like,28.27225188,-2.213937042,0.643076146,-3.442729223,0.000575876,0.019903346
SYNC,104837286,syncoilin,33.82508971,-2.222385045,0.749434124,-2.965417472,0.003022724,0.040891502
RAB11FIP4,104838799,rab11 family-interacting protein 4,220.5279459,-2.223233443,0.727612775,-3.055517331,0.002246726,0.036739675
NCF4,104842803,neutrophil cytosol factor 4,65.45074824,-2.223424796,0.510851223,-4.35239204,1.35E-05,0.003717307
MICALL2,104833549,MICAL-like protein 2 isoform X1,61.05939119,-2.225637701,0.688402845,-3.233045475,0.001224781,0.027350834
AP1AR,104836792,AP-1 complex-associated regulatory protein isoform X1,39.73681499,-2.22835053,0.67833869,-3.285011697,0.001019781,0.025178546
RBFOX2,104842794,RNA binding protein fox-1 homolog 2 isoform X1,219.8804721,-2.228803652,0.66267778,-3.363329389,0.000770084,0.022373151
GFI1,104841149,zinc finger protein Gfi-1,22.43166416,-2.234099559,0.728478202,-3.066803581,0.00216361,0.036294813
PRKCA,104838714,protein kinase C alpha type,203.4984701,-2.245435682,0.681681296,-3.293966983,0.000987841,0.024802429
IQSEC1,104842221,IQ motif and SEC7 domain-containing protein 1 isoform X1,103.7116019,-2.250351067,0.668705964,-3.365232534,0.000764792,0.022373151
OSBPL3,104838061,oxysterol-binding protein-related protein 3 isoform X1,81.24802834,-2.251063187,0.652716508,-3.448760924,0.000563165,0.019744568
PARP6,104834677,poly [ADP-ribose] polymerase 6,17.85936794,-2.252199502,0.724660787,-3.107936215,0.001883987,0.033192258
GLT1D1,104840646,glycosyltransferase 1 domain-containing protein 1,73.7525205,-2.255465955,0.652771237,-3.455216507,0.000549851,0.01940716
SNX25,104833389,sorting nexin-25 isoform X1,176.7938859,-2.256396243,0.563420424,-4.004817978,6.21E-05,0.00755199
PRAM1,104839868,PML-RARA-regulated adapter molecule 1,22.80493996,-2.257773466,0.737649878,-3.060765727,0.002207718,0.036453334
1-Mar,104843250,E3 ubiquitin-protein ligase MARCH1,167.5990799,-2.264832317,0.586131339,-3.864035527,0.000111529,0.009775516
LOC104832935,104832935,uncharacterized LOC104832935,21.95013619,-2.272008413,0.756255362,-3.004287343,0.002662038,0.038633415
RNPEP,104842423,aminopeptidase B,20.91673936,-2.272912205,0.725995462,-3.130752633,0.00174359,0.031894044
RASSF7,104828688,ras association domain-containing protein 7,14.01297373,-2.275438811,0.696079612,-3.268934721,0.001079532,0.025696592
CARF,104832781,calcium-responsive transcription factor,48.50848794,-2.276261212,0.615410771,-3.698767258,0.000216649,0.012801774
PXN,104836165,paxillin,91.23068387,-2.278271883,0.590174746,-3.860334413,0.000113232,0.009842758
SKAP1,104842987,src kinase-associated phosphoprotein 1,377.9682696,-2.279292203,0.6716753,-3.393443534,0.000690198,0.021226611
LOC104841205,104841205,E3 ubiquitin-protein ligase HECTD3-like,20.84366655,-2.279731044,0.770597722,-2.958393177,0.003092474,0.041382496
LOC104842804,104842804,cytokine receptor common subunit beta-like,133.1971998,-2.286042493,0.581221342,-3.933170253,8.38E-05,0.008612083
FAM114A1,104836091,protein NOXP20,57.55797672,-2.291033413,0.683611596,-3.351367103,0.000804136,0.022916014
PMEPA1,104833070,protein TMEPAI,112.0664723,-2.29279622,0.646406908,-3.546985947,0.000389665,0.016728573
VCAN,104838355,versican core protein,571.786591,-2.297250048,0.615218319,-3.734040385,0.000188432,0.011796823
LOC104835776,104835776,cytospin-B-like,39.91965164,-2.300495726,0.769622205,-2.989123381,0.002797791,0.039446607
PPM1H,104835883,protein phosphatase 1H,117.4378882,-2.3055317,0.749712142,-3.075222568,0.002103455,0.0356841
AGPAT4,104842255,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,106.886021,-2.307492601,0.664781238,-3.471055542,0.000518417,0.018863569
IL18RAP,104836916,LOW QUALITY PROTEIN: interleukin-18 receptor accessory protein,30.17921215,-2.308250378,0.643921605,-3.584676087,0.000337497,0.015554963
ALCAM,104831629,CD166 antigen,86.31210304,-2.312458301,0.529094214,-4.370598351,1.24E-05,0.003717307
LOC104831212,104831212,junctional sarcoplasmic reticulum protein 1-like,65.77335485,-2.313171641,0.710518046,-3.255612792,0.001131479,0.026387807
BMI1,104828829,polycomb complex protein BMI-1,16.20355529,-2.324429532,0.766014498,-3.034445873,0.00240978,0.037598709
CFAP57,104841092,WD repeat-containing protein 65,38.53355207,-2.330801584,0.711515965,-3.275824715,0.001053539,0.025357268
RP2,104839900,protein XRP2,22.73270697,-2.331513371,0.768345089,-3.034461214,0.002409657,0.037598709
UBE2E2,104842199,ubiquitin-conjugating enzyme E2 E2,350.7273014,-2.332229789,0.606402494,-3.846009558,0.000120057,0.010036805
BCO1,104839388,"beta,beta-carotene 15,15'-monooxygenase",33.07834987,-2.334686966,0.591253803,-3.948705203,7.86E-05,0.008433187
FLVCR2,104841956,feline leukemia virus subgroup C receptor-related protein 2,94.4583129,-2.335477616,0.646229167,-3.614008366,0.000301499,0.014958349
LRP1,104830360,prolow-density lipoprotein receptor-related protein 1,244.1009766,-2.336691015,0.631332973,-3.701202241,0.00021458,0.012751165
LOC104836425,104836425,vacuolar protein 8-like,61.7916638,-2.339842827,0.77055153,-3.036581898,0.002392771,0.037568417
LNX2,104834971,ligand of Numb protein X 2,42.08340592,-2.348097615,0.786919006,-2.983912699,0.00284588,0.039857472
MAST4,104839912,microtubule-associated serine/threonine-protein kinase 4,99.88444441,-2.349276165,0.729709311,-3.219468534,0.001284285,0.028050943
AKNA,104834055,AT-hook-containing transcription factor,25.96076494,-2.350410806,0.772749683,-3.041619891,0.002353088,0.03727377
DNAH11,104838113,"LOW QUALITY PROTEIN: dynein heavy chain 11, axonemal",292.2892893,-2.351182956,0.566870108,-4.147657326,3.36E-05,0.005607841
IL18R1,104836917,interleukin-18 receptor 1,27.74883777,-2.356754536,0.759348821,-3.103652066,0.00191148,0.03350824
SLC4A8,104832386,electroneutral sodium bicarbonate exchanger 1,61.73553173,-2.366384956,0.813790699,-2.907854513,0.003639176,0.044752903
FNIP2,104843255,folliculin-interacting protein 2,55.22316241,-2.370399495,0.66799876,-3.548508824,0.000387419,0.0167003
RNF219,104838575,RING finger protein 219,39.41935172,-2.379574436,0.790182435,-3.011424112,0.002600254,0.038438581
SOGA1,104842027,protein SOGA1,39.36349507,-2.384191945,0.735550057,-3.241372797,0.001189555,0.027006964
TNIP3,104836855,LOW QUALITY PROTEIN: TNFAIP3-interacting protein 3,70.79392124,-2.385073242,0.776678886,-3.070861438,0.002134422,0.036035069
SH3BP4,104838263,SH3 domain-binding protein 4,33.01275532,-2.388529591,0.75339355,-3.170361084,0.001522496,0.030221012
TP53BP2,104838131,apoptosis-stimulating of p53 protein 2,47.90873805,-2.389398607,0.742106623,-3.219751086,0.001283019,0.028050943
SEMA6B,104828569,semaphorin-6B,26.68865288,-2.389783943,0.558527698,-4.278720556,1.88E-05,0.004301843
RPS6KA2,104839543,ribosomal protein S6 kinase alpha-2 isoform X1,492.7530317,-2.391813,0.668034353,-3.580374255,0.000343102,0.015554963
TPST1,104835552,protein-tyrosine sulfotransferase 1 isoform X1,32.49051802,-2.392297357,0.756728799,-3.161366872,0.001570306,0.030543607
DCSTAMP,104837708,dendritic cell-specific transmembrane protein,12.24606703,-2.392542517,0.804939896,-2.972324428,0.002955542,0.040565473
METRNL,104839282,meteorin-like protein,49.52353309,-2.394151427,0.703057121,-3.405344111,0.000660807,0.02063554
OSBPL5,104829552,oxysterol-binding protein-related protein 5 isoform X1,110.6674168,-2.398131043,0.734950342,-3.262983776,0.001102458,0.02599923
LAMB3,104838970,laminin subunit beta-3,51.08231205,-2.40604712,0.818070998,-2.941122624,0.00327025,0.042606366
ADAM23,104830308,disintegrin and metalloproteinase domain-containing protein 23 isoform X1,115.9093817,-2.406813374,0.639427705,-3.764011717,0.000167209,0.011183159
PAQR8,104841442,membrane progestin receptor beta,14.65772366,-2.412086661,0.605422138,-3.984140171,6.77E-05,0.007659467
ADAMTS6,104839924,A disintegrin and metalloproteinase with thrombospondin motifs 6,86.43638771,-2.413575348,0.792630454,-3.045019703,0.002326651,0.037131826
PLOD2,104832303,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",285.8536373,-2.41692255,0.471064428,-5.130768549,2.89E-07,0.000881277
IL13RA1,104834887,LOW QUALITY PROTEIN: interleukin-13 receptor subunit alpha-1,35.56765753,-2.417450342,0.657342483,-3.677611604,0.000235428,0.013581792
PID1,104832241,"PTB-containing, cubilin and LRP1-interacting protein",232.8360859,-2.419468003,0.582889822,-4.150815318,3.31E-05,0.005607841
EMP1,104830729,epithelial membrane protein 1,58.76379166,-2.423254708,0.739430067,-3.277192553,0.001048448,0.025357268
PSD3,104830375,PH and SEC7 domain-containing protein 3,97.43813693,-2.431297057,0.671377495,-3.621356205,0.000293063,0.014823171
GDF15,104828555,growth/differentiation factor 15,6.368675146,-2.433484715,0.856464205,-2.841315144,0.004492789,0.049478964
ME1,104830657,NADP-dependent malic enzyme,264.7180256,-2.450175728,0.703651754,-3.482085725,0.000497524,0.018507764
SLC22A15,104831703,solute carrier family 22 member 15,58.93474398,-2.454963032,0.753032275,-3.260103336,0.001113716,0.026110818
TNS3,104837546,tensin-3,210.666525,-2.455617337,0.681929294,-3.600985263,0.000317014,0.015429799
EFHB,104843140,EF-hand domain-containing family member B,54.98291005,-2.462439173,0.830498513,-2.965013345,0.003026698,0.040891502
TNFAIP6,104836551,tumor necrosis factor-inducible gene 6 protein,25.0695854,-2.473256505,0.726674663,-3.403526543,0.000665219,0.020639465
GYPC,104832397,glycophorin-C,55.58749657,-2.476236593,0.754337028,-3.282666106,0.001028304,0.025304088
AXDND1,104840041,axonemal dynein light chain domain-containing protein 1,35.08584614,-2.477752311,0.765490764,-3.236815425,0.001208716,0.027212609
MREG,104838246,melanoregulin,35.02770575,-2.478050293,0.873006938,-2.838523022,0.004532285,0.049478964
CAPN2,104838213,calpain-2 catalytic subunit,58.99074809,-2.482892892,0.737262868,-3.367717271,0.000757933,0.022330356
ANXA4,104828892,annexin A4,28.36882368,-2.485650817,0.798723487,-3.112029205,0.001858061,0.032851418
DPYSL4,104840754,LOW QUALITY PROTEIN: dihydropyrimidinase-related protein 4,31.97815453,-2.486526317,0.823228154,-3.020458307,0.002523925,0.038086999
PKIG,104833130,cAMP-dependent protein kinase inhibitor gamma,43.07263936,-2.48908186,0.746978472,-3.33220026,0.000861622,0.023468115
VLDLR,104841247,very low-density lipoprotein receptor,48.95661071,-2.48989778,0.753517903,-3.304364461,0.00095192,0.024539936
TMEM170B,104835304,transmembrane protein 170B,27.85434647,-2.490478183,0.724072557,-3.439542294,0.000582699,0.019903346
PHKA2,104834140,"phosphorylase b kinase regulatory subunit alpha, liver isoform isoform X1",63.01162871,-2.495302262,0.815911061,-3.058301793,0.002225953,0.036639392
RAPGEF3,104831163,rap guanine nucleotide exchange factor 3,31.26578819,-2.496401824,0.797193881,-3.131486434,0.001739238,0.031869874
ABCA4,104841160,retinal-specific ATP-binding cassette transporter,125.0687319,-2.504575695,0.644578816,-3.885600384,0.000102077,0.009285989
ANKRD22,104830189,ankyrin repeat domain-containing protein 22,15.9483273,-2.50639957,0.836309402,-2.996976434,0.002726718,0.039021528
RASAL2,104840044,ras GTPase-activating protein nGAP,350.8425545,-2.506596465,0.644953262,-3.886477692,0.000101709,0.009285989
DST,104831055,dystonin isoform X1,622.0251149,-2.514125068,0.532607255,-4.720410859,2.35E-06,0.001904314
LOC104843234,104843234,uncharacterized protein LOC104843234,22.35896658,-2.514820287,0.804912805,-3.124338776,0.001782052,0.032149869
GPLD1,104829910,phosphatidylinositol-glycan-specific phospholipase D,34.46104344,-2.524535532,0.86191499,-2.928984366,0.003400715,0.043094847
USP46,104836125,ubiquitin carboxyl-terminal hydrolase 46,43.60892395,-2.526203855,0.762516833,-3.312981099,0.000923072,0.024151426
CSF1R,104838897,macrophage colony-stimulating factor 1 receptor,97.38385386,-2.534301972,0.6286066,-4.031618458,5.54E-05,0.006964364
MXRA7,104839276,matrix-remodeling-associated protein 7,56.6022088,-2.53539058,0.810670019,-3.127524788,0.00176285,0.032047732
GRAMD4,104840135,GRAM domain-containing protein 4,73.48074271,-2.538420343,0.754627087,-3.363807617,0.000768751,0.022373151
LOC104832281,104832281,G-protein coupled receptor 35-like,8.072255663,-2.548615611,0.891660451,-2.858280422,0.004259438,0.048328768
LOC104833361,104833361,TGF-beta receptor type-2-like,39.38910428,-2.552598983,0.745905516,-3.422147881,0.000621285,0.020075799
TNFSF11,104837359,tumor necrosis factor ligand superfamily member 11,41.28932526,-2.553444253,0.748155208,-3.41298734,0.000642549,0.020417925
DCLK3,104841029,serine/threonine-protein kinase DCLK3 isoform X1,32.04042709,-2.553935827,0.724730108,-3.52398196,0.000425113,0.017458089
MAPK11,104840382,mitogen-activated protein kinase 11 isoform X1,79.54867256,-2.557609036,0.619783052,-4.126619835,3.68E-05,0.005779158
ABCG4,104840492,ATP-binding cassette sub-family G member 4,13.66312758,-2.559719155,0.886600013,-2.887118336,0.00388788,0.046416253
ADM,104829587,ADM,14.4869117,-2.573078428,0.634119507,-4.05771846,4.96E-05,0.006597643
FANCC,104832468,Fanconi anemia group C protein,48.0726589,-2.575201281,0.811129994,-3.174831778,0.001499234,0.029978977
TP63,104835182,tumor protein 63 isoform X1,199.856673,-2.577766193,0.770341765,-3.346263062,0.000819086,0.023035165
CDCA7L,104838077,cell division cycle-associated 7-like protein,27.55836148,-2.585790127,0.785852094,-3.290428502,0.001000349,0.025051602
SUCNR1,104842567,succinate receptor 1,39.26019074,-2.589846716,0.618834319,-4.185040545,2.85E-05,0.00545244
MYOF,104830168,myoferlin isoform X1,104.4125761,-2.592354671,0.670333081,-3.867263518,0.000110063,0.009728131
IL20RA,104836211,interleukin-20 receptor subunit alpha,18.92094469,-2.593836801,0.852395123,-3.042998173,0.002342338,0.037215569
BAG3,104830194,BAG family molecular chaperone regulator 3,26.71353768,-2.60505088,0.804264951,-3.239045637,0.001199304,0.027127479
LOC104834195,104834195,amine oxidase [flavin-containing] B-like,56.18501158,-2.607399952,0.778170448,-3.350679737,0.000806135,0.022916014
LOC104839874,104839874,granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like,32.83314646,-2.611552097,0.678328728,-3.849980091,0.000118127,0.010036805
RAB31,104842474,ras-related protein Rab-31,116.4187976,-2.611783886,0.726107822,-3.596964263,0.000321953,0.015429799
CYTH4,104842813,cytohesin-4,54.68226505,-2.61851486,0.792387161,-3.304590218,0.000951154,0.024539936
SLC39A8,104827794,zinc transporter ZIP8,40.67115944,-2.622490677,0.747334257,-3.509126812,0.00044958,0.017765436
CFAP36,104836329,coiled-coil domain-containing protein 104,122.0089177,-2.629928824,0.74706385,-3.520353481,0.000430972,0.017458089
EDNRB,104838316,endothelin B receptor,29.36654476,-2.633479322,0.661850256,-3.97896548,6.92E-05,0.007744805
SLC26A11,104838771,sodium-independent sulfate anion transporter,19.17593815,-2.635506565,0.754873271,-3.491323204,0.000480634,0.018250228
CPA2,104840247,carboxypeptidase A2,22.69656582,-2.640544924,0.923999436,-2.857734346,0.004266774,0.048359842
LOC104832337,104832337,protein O-GlcNAcase-like,51.95517732,-2.646574889,0.782084886,-3.383999534,0.000714381,0.021653781
CDH1,104839403,cadherin-1,29.40275705,-2.646956703,0.669636023,-3.952829017,7.72E-05,0.008374565
ABRA,104837705,actin-binding Rho-activating protein,11.69022837,-2.656723918,0.825425835,-3.218610088,0.001288135,0.028050943
JDP2,104841814,jun dimerization protein 2,18.44409603,-2.65944397,0.829869543,-3.204653061,0.001352254,0.028617715
EXPH5,104834922,exophilin-5,35.97894331,-2.663615429,0.850475448,-3.131913371,0.001736711,0.031869874
IQCK,104833690,IQ domain-containing protein K,40.44768139,-2.664408462,0.843471038,-3.158861825,0.001583866,0.030554106
CD101,104831822,immunoglobulin superfamily member 2,71.03078735,-2.665421406,0.601178246,-4.433662434,9.26E-06,0.003693765
TMEM246,104832393,transmembrane protein 246,4.308700198,-2.669540646,0.94104282,-2.83678977,0.004556961,0.049478964
BCL2,104843196,apoptosis regulator Bcl-2,155.8598433,-2.670493736,0.70925662,-3.765201003,0.000166415,0.011183159
SH2B2,104835512,SH2B adapter protein 2,75.85668868,-2.679520825,0.61868497,-4.330993887,1.48E-05,0.003717307
ANXA1,104832425,annexin A1,86.54136146,-2.682376467,0.62703875,-4.277848004,1.89E-05,0.004301843
MEX3D,104831187,RNA-binding protein MEX3D,25.67142529,-2.683395271,0.868779454,-3.088695591,0.002010373,0.034721025
PDCD1,104835229,programmed cell death protein 1,11.76650935,-2.684117304,0.857693152,-3.12946104,0.001751273,0.031923551
SV2C,104841280,synaptic vesicle glycoprotein 2C,52.4941118,-2.690086034,0.892357097,-3.014584681,0.002573314,0.038434449
ENO2,104831776,gamma-enolase isoform X1,113.9427662,-2.694605976,0.703779669,-3.828763596,0.000128789,0.010132359
GPRC5B,104833490,G-protein coupled receptor family C group 5 member B,27.41015935,-2.699690262,0.779859767,-3.461763737,0.000536648,0.019133776
FAM206A,104841727,protein Simiate,5.767707209,-2.699776031,0.911208308,-2.962852739,0.003048024,0.041073345
SGSH,104838770,N-sulphoglucosamine sulphohydrolase,8.494990127,-2.706495371,0.923140002,-2.931836304,0.003369643,0.042975715
PPARGC1B,104839124,peroxisome proliferator-activated receptor gamma coactivator 1-beta,99.40542985,-2.707915267,0.789486553,-3.429970094,0.000603648,0.019903346
INHBA,104840669,inhibin beta A chain,25.83278647,-2.711500164,0.954342312,-2.841223879,0.004494075,0.049478964
KCNMB1,104839039,calcium-activated potassium channel subunit beta-1,14.96764855,-2.716604109,0.931595135,-2.916078033,0.003544618,0.044278261
COL5A2,104841511,collagen alpha-2(V) chain,132.1064187,-2.719307397,0.856917414,-3.173359944,0.001506856,0.030074212
LMO3,104830905,LIM domain only protein 3 isoform X1,105.5435621,-2.71958106,0.673830983,-4.035998831,5.44E-05,0.006964364
HTRA1,104830192,serine protease HTRA1,35.79302183,-2.729916102,0.752211237,-3.629188145,0.000284314,0.014650725
GAD2,104828871,glutamate decarboxylase 2,64.15261949,-2.735150616,0.835139074,-3.275083995,0.001056306,0.025365805
C1S,104831782,complement C1s subcomponent,20.0344612,-2.746952324,0.696707463,-3.942762881,8.05E-05,0.008557645
MAP7D1,104837263,MAP7 domain-containing protein 1,22.22761041,-2.751796572,0.754908409,-3.645205883,0.000267178,0.01419281
TNFSF15,104833965,tumor necrosis factor ligand superfamily member 15,30.9720379,-2.756504842,0.751171145,-3.669609596,0.000242921,0.013590664
BHLHE41,104836738,class E basic helix-loop-helix protein 41,55.18277718,-2.7629434,0.753358806,-3.66749997,0.000244934,0.013601764
LOC104832466,104832466,"fructose-1,6-bisphosphatase isozyme 2",24.63608928,-2.763883979,0.732293896,-3.77428242,0.000160469,0.011104025
CDH3,104839326,cadherin-3,11.40468974,-2.768644811,0.863397791,-3.206685077,0.001342739,0.028617715
BATF3,104837355,basic leucine zipper transcriptional factor ATF-like 3,7.754551134,-2.772906189,0.950756023,-2.916527608,0.003539514,0.0442749
ABHD12B,104839519,abhydrolase domain-containing protein 12B,15.6884309,-2.773043054,0.97746343,-2.836978824,0.004554263,0.049478964
TNFRSF11A,104843203,tumor necrosis factor receptor superfamily member 11A,45.02334914,-2.774970666,0.796250023,-3.4850494,0.000492046,0.018483364
LOC104843177,104843177,eosinophil peroxidase-like,35.41261791,-2.780595276,0.828466475,-3.356315988,0.000789883,0.022699414
ISLR2,104834368,immunoglobulin superfamily containing leucine-rich repeat protein 2,9.054868944,-2.782093711,0.907784469,-3.064707323,0.002178831,0.036345466
CRYL1,104835018,lambda-crystallin homolog,78.28904423,-2.788056109,0.787527931,-3.540263142,0.000399728,0.016912687
LOC104835498,104835498,interleukin-17 receptor C-like,10.82407141,-2.801294189,0.963681847,-2.906866199,0.003650693,0.044752903
UBXN11,104837314,UBX domain-containing protein 11,17.7830641,-2.804623755,0.901235593,-3.111976243,0.001858395,0.032851418
SCML4,104835420,sex comb on midleg-like protein 4,82.16645249,-2.807459402,0.868273989,-3.233379599,0.001223349,0.027350834
LOC104828599,104828599,aminopeptidase Q,36.86510298,-2.809755483,0.750577001,-3.743460669,0.000181503,0.011553396
TOM1L1,104838751,TOM1-like protein 1 isoform X1,33.09896899,-2.816572438,0.949751278,-2.965589523,0.003021034,0.040891502
CD276,104834679,CD276 antigen,35.28191918,-2.825008116,0.990091201,-2.853280701,0.004327038,0.048520029
LOC104833297,104833297,mas-related G-protein coupled receptor member H-like,3.997240275,-2.825077503,0.931355809,-3.033295628,0.002418985,0.037598709
ACVRL1,104831145,serine/threonine-protein kinase receptor R3,18.63576922,-2.827101734,0.940037652,-3.007434574,0.002634628,0.038586751
KLHL26,104829142,kelch-like protein 26,29.57161989,-2.833065595,0.850069943,-3.332744111,0.00085994,0.023468115
MGST2,104841751,microsomal glutathione S-transferase 2,15.03624406,-2.840199937,0.999921172,-2.840423843,0.004505363,0.049478964
LOC104835836,104835836,arg8-vasotocin receptor-like,21.40967654,-2.841615632,0.984891917,-2.885205558,0.003911582,0.046536415
SENP8,104834352,sentrin-specific protease 8,14.21981455,-2.844120893,0.807580449,-3.521780271,0.000428659,0.017458089
PLXDC2,104839196,plexin domain-containing protein 2,389.4848705,-2.849205755,0.670235321,-4.251052826,2.13E-05,0.00456713
LOC104833305,104833305,proto-oncogene Mas-like,27.5690645,-2.863473411,0.606109637,-4.724348923,2.31E-06,0.001904314
DOCK5,104828851,dedicator of cytokinesis protein 5,93.58240441,-2.867543855,0.776337511,-3.693681956,0.00022103,0.012874274
F3,104841239,tissue factor,15.0746844,-2.869056634,0.801328408,-3.580375541,0.000343101,0.015554963
CSPG4,104834690,LOW QUALITY PROTEIN: chondroitin sulfate proteoglycan 4,54.40717562,-2.870858074,0.918201603,-3.126609738,0.001768345,0.032047732
RNF180,104839960,E3 ubiquitin-protein ligase RNF180,12.44511188,-2.890723149,0.984192348,-2.937152636,0.00331241,0.042804524
SEMA3C,104840177,semaphorin-3C,175.7555083,-2.895248472,0.65723623,-4.405186964,1.06E-05,0.003693765
WLS,104828070,protein wntless homolog isoform X1,67.01327818,-2.897059185,0.811133325,-3.571618986,0.000354781,0.015879105
FAM129B,104834056,niban-like protein 1,90.86773653,-2.90057627,0.698229414,-4.154188026,3.26E-05,0.005607841
VDR,104830279,vitamin D3 receptor,53.35561084,-2.905419064,0.689626865,-4.213030567,2.52E-05,0.005096516
LOC104841801,104841801,uncharacterized oxidoreductase C663.09c-like isoform X1,14.27401938,-2.908832331,0.953972098,-3.049179674,0.002294672,0.037017423
ESRP1,104837753,epithelial splicing regulatory protein 1,35.73215425,-2.916794264,0.799469879,-3.648410455,0.000263868,0.01416001
LOC104835745,104835745,apoptosis-inducing factor 3-like,13.08429933,-2.93352383,0.954225344,-3.0742464,0.002110351,0.035714313
MMP2,104842482,72 kDa type IV collagenase isoform X1,40.88131262,-2.934033239,0.932738185,-3.14561287,0.001657392,0.031157254
CYGB,104839205,cytoglobin,30.4669864,-2.942635721,0.879755957,-3.344831822,0.000823325,0.023092613
ITGA7,104830332,integrin alpha-7,20.43581742,-2.947493682,1.020257593,-2.888970101,0.003865058,0.046212994
CAMK1G,104838979,calcium/calmodulin-dependent protein kinase type 1G,19.27916861,-2.952499375,0.885672451,-3.333624493,0.000857223,0.023468115
PLEKHN1,104837924,pleckstrin homology domain-containing family N member 1,54.31407791,-2.957108261,0.747044579,-3.958409369,7.55E-05,0.008266552
LOC104835046,104835046,LOW QUALITY PROTEIN: ryanodine receptor 1-like,40.80656944,-2.964763042,0.710488556,-4.172851225,3.01E-05,0.005552762
KAZN,104837869,kazrin,22.19298353,-2.969840999,0.86570512,-3.430545726,0.000602368,0.019903346
SDC1,104833259,syndecan-1,58.06364307,-2.97613659,0.653690923,-4.552819209,5.29E-06,0.002670149
ARL14EPL,104828598,ARL14 effector protein-like,13.11300281,-2.981562096,1.046283431,-2.84966961,0.004376466,0.048875001
VWA2,104830206,von Willebrand factor A domain-containing protein 2,40.95604057,-2.981969394,1.01760945,-2.930367238,0.003385616,0.043094847
CTTNBP2NL,104838859,CTTNBP2 N-terminal-like protein,24.02585568,-2.985141946,0.897980236,-3.324284684,0.000886457,0.02373304
FAM189A2,104832500,LOW QUALITY PROTEIN: protein FAM189A2,25.38804736,-2.98722332,0.932556905,-3.203261167,0.001358807,0.028683205
MCM3,104841441,DNA replication licensing factor MCM3,21.09858348,-2.992637941,0.857401819,-3.490356417,0.000482377,0.018250499
CARHSP1,104838604,calcium-regulated heat stable protein 1 isoform X1,82.83375512,-2.995437555,0.596089567,-5.02514676,5.03E-07,0.000881843
SLC4A9,104830830,anion exchange protein 4,37.29376878,-2.99630782,0.777834947,-3.852112625,0.000117103,0.010036805
LOC104842258,104842258,plasminogen-like,28.56444269,-3.001526933,0.940256147,-3.192243881,0.001411721,0.029042436
STOML1,104834684,stomatin-like protein 1,9.039269617,-3.004828201,1.048767982,-2.865102915,0.004168737,0.048093582
TMC3,104834730,LOW QUALITY PROTEIN: transmembrane channel-like protein 3,27.02077688,-3.008244558,0.934436055,-3.219315588,0.00128497,0.028050943
PGR,104838496,LOW QUALITY PROTEIN: progesterone receptor,37.23688248,-3.017158095,0.925487605,-3.260074018,0.001113831,0.026110818
SH2D4A,104843362,SH2 domain-containing protein 4A,18.06673294,-3.054105207,0.987588334,-3.092488138,0.001984862,0.034340787
SNTA1,104842026,alpha-1-syntrophin,49.75679455,-3.059937456,0.97008989,-3.15428239,0.001608933,0.030824698
NHSL1,104836205,NHS-like protein 1,169.1259964,-3.06247924,0.749968211,-4.083478732,4.44E-05,0.006231322
SLC7A2,104833406,cationic amino acid transporter 2,23.53102837,-3.068781775,1.053918909,-2.911781684,0.003593737,0.044521705
GAS2L3,104828311,GAS2-like protein 3,11.05376802,-3.071422438,1.041670064,-2.948555923,0.003192624,0.042386576
GAA,104838769,lysosomal alpha-glucosidase,13.74135615,-3.071442905,1.032972142,-2.973403425,0.002945171,0.040565473
