GeneID,Chr,Start,End,Strand,Length,Eagle_002_lps,Eagle_004_lps,Eagle_006_lps,Eagle_007_lps,Eagle_008_lps,Eagle_012_lps,Eagle_013_lps,Eagle_014_lps,Eagle_015_lps,Eagle_020_lps,Eagle_021_lps,Eagle_022_lps
LOC104839380,NW_010973104.1,5216266,5223254,-,6989,111,96,0,144,11,13,38,21,120,21,102,91
LOC104839379,NW_010973104.1,5222542,5223432,-,891,7,10,0,6,1,1,4,4,16,3,2,9
LOC104839381,NW_010973104.1,5228939,5240483,-,11545,280,283,7,270,37,20,145,94,290,28,194,217
HSD17B2,NW_010973104.1,5270671,5281445,-,10775,209,29,0,19,2,1,9,1,6,4,19,6
SDR42E1,NW_010973104.1,5302481,5305125,+,2645,50,87,3,70,14,10,21,0,10,3,80,24
PLCG2,NW_010973104.1,5310904,5376658,-,65755,1198,4676,90,2865,410,508,905,108,242,182,3205,932
CMIP,NW_010973104.1,5410443,5546252,-,135810,3042,14446,201,6724,1105,1084,2542,528,1148,627,9368,2714
GAN,NW_010973104.1,5581318,5610830,-,29513,662,2227,43,3012,332,237,864,634,2173,212,1304,1939
BCO1,NW_010973104.1,5615368,5631606,-,16239,217,305,3,101,6,1,22,7,33,4,68,29
PKD1L2,NW_010973104.1,5641830,5684036,+,42207,822,82,3,56,12,11,22,12,47,3,59,28
GCSH,NW_010973104.1,5684664,5692626,+,7963,168,130,6,209,31,27,64,68,172,14,89,225
LOC104839437,NW_010973104.1,5705336,5707940,-,2605,39,36,2,10,0,3,3,0,15,1,19,14
ATMIN,NW_010973104.1,5724441,5729882,-,5442,119,1138,12,1291,165,164,430,340,1410,94,606,903
CENPN,NW_010973104.1,5738361,5746366,-,8006,117,93,1,43,15,9,18,10,26,5,40,24
CMC2,NW_010973104.1,5746556,5762718,+,16163,267,403,7,518,54,63,96,179,472,29,269,456
CDYL2,NW_010973104.1,5807956,5869696,-,61741,1106,5840,88,6740,812,646,1212,1513,4686,428,2991,3179
DYNLRB2,NW_010973104.1,6030049,6037513,-,7465,147,25,0,22,3,1,5,3,6,2,13,9
LOC104839442,NW_010973105.1,4,952,+,949,22,41,1,42,11,5,21,15,49,6,37,35
SP5,NW_010973106.1,10,1081,-,1072,29,0,0,0,0,0,0,0,0,0,0,0
LOC104839444,NW_010973108.1,91,1885,-,1795,48,729,11,915,93,109,235,238,857,85,480,561
LOC104839445,NW_010973110.1,8,1648,+,1641,57,27,3,34,13,3,24,2,5,1,34,15
LRFN5,NW_010973114.1,408367,423556,+,15190,345,7,0,7,2,1,2,0,6,0,32,7
LOC104839510,NW_010973114.1,1070525,1074782,-,4258,37,19,0,11,1,4,6,3,12,1,30,16
KLHL28,NW_010973114.1,1370210,1385129,-,14920,258,1248,22,1471,193,150,506,380,1354,118,768,1047
FAM179B,NW_010973114.1,1382709,1430417,+,47709,882,1101,22,1235,203,149,403,332,1309,84,552,952
PRPF39,NW_010973114.1,1431042,1447339,+,16298,506,2746,47,3463,428,364,960,909,3132,269,2088,2657
FKBP3,NW_010973114.1,1447879,1452410,-,4532,124,207,3,356,40,26,92,83,284,24,178,296
FANCM,NW_010973114.1,1453031,1531640,+,78610,1197,498,10,699,107,50,193,145,456,40,328,479
LOC104839450,NW_010973114.1,1463444,1473618,-,10175,0,0,0,0,0,0,0,0,0,0,0,0
MIS18BP1,NW_010973114.1,1532857,1560874,-,28018,628,144,2,186,26,20,53,44,129,16,112,108
MDGA2,NW_010973114.1,2019036,2263254,-,244219,4775,81,6,151,32,17,40,45,144,16,217,69
RPS29,NW_010973114.1,3009044,3009608,-,565,51,1057,40,1831,448,431,650,527,1959,135,1056,1708
LRR1,NW_010973114.1,3012005,3020790,+,8786,217,92,2,145,22,22,46,42,129,5,81,110
MGAT2,NW_010973114.1,3022854,3026780,+,3927,87,26,1,42,8,5,12,10,31,3,20,26
DNAAF2,NW_010973114.1,3028985,3043452,-,14468,247,132,0,148,28,26,50,62,274,8,117,124
POLE2,NW_010973114.1,3044616,3066525,-,21910,411,165,1,172,23,14,51,23,98,14,103,85
KLHDC1,NW_010973114.1,3070043,3100590,+,30548,505,1085,16,1230,113,122,337,256,701,75,564,602
KLHDC2,NW_010973114.1,3101188,3116146,+,14959,511,2759,47,3511,580,428,1077,1016,3260,331,1842,2756
NEMF,NW_010973114.1,3116473,3142832,-,26360,1068,4141,75,4900,743,493,1399,1234,4385,540,2542,4150
ARF6,NW_010973114.1,3155213,3156297,+,1085,43,387,7,235,36,29,71,44,120,15,184,142
VCPKMT,NW_010973114.1,3181163,3185541,-,4379,104,539,7,535,58,66,135,121,346,43,281,420
SOS2,NW_010973114.1,3190366,3245195,-,54830,1108,1639,34,1208,214,164,505,554,1471,123,1307,1324
L2HGDH,NW_010973114.1,3248282,3264837,-,16556,390,785,23,1498,165,86,318,315,723,99,687,978
ATP5S,NW_010973114.1,3265042,3269011,+,3970,94,24,1,46,2,3,9,13,38,6,23,31
CDKL1,NW_010973114.1,3271216,3288468,-,17253,359,8,0,19,3,5,9,6,19,1,18,15
MAP4K5,NW_010973114.1,3290609,3362454,-,71846,1621,3267,67,3550,414,309,896,871,2293,330,1832,3078
ATL1,NW_010973114.1,3375037,3403283,+,28247,830,2012,38,1756,247,151,466,431,1212,190,763,1605
SAV1,NW_010973114.1,3404515,3426850,-,22336,448,652,8,691,87,83,293,178,690,70,505,546
NIN,NW_010973114.1,3431457,3486751,-,55295,1087,166,1,83,20,10,35,17,37,10,119,65
ABHD12B,NW_010973114.1,3498517,3503164,+,4648,157,45,3,14,0,1,9,2,10,0,32,15
PYGL,NW_010973114.1,3503765,3515595,-,11831,358,367,11,144,15,28,49,11,38,10,186,97
TRIM9,NW_010973114.1,3519160,3587483,-,68324,1730,43,1,43,12,7,14,12,35,9,99,38
TMX1,NW_010973114.1,3625462,3633244,+,7783,244,1805,33,2282,306,249,597,536,2422,171,1126,1771
FRMD6,NW_010973114.1,3701357,3709676,+,8320,253,4,0,10,3,0,1,3,10,0,17,1
GNG2,NW_010973114.1,3737472,3739012,+,1541,67,33,1,22,2,4,8,0,5,0,25,2
LOC104839474,NW_010973114.1,3744927,3758525,+,13599,346,3151,60,3458,505,397,1089,1065,3656,249,1786,2921
NID2,NW_010973114.1,3758852,3786982,-,28131,555,52,1,35,6,9,13,11,75,7,79,32
PTGDR,NW_010973114.1,3789228,3792329,+,3102,85,4,0,2,1,1,2,0,1,3,10,2
PTGER2,NW_010973114.1,3798381,3802519,+,4139,149,46,0,23,7,8,16,5,0,9,51,19
TXNDC16,NW_010973114.1,3822306,3859388,-,37083,912,105,0,49,13,4,16,9,31,6,110,19
GPR137C,NW_010973114.1,3860432,3874576,+,14145,327,56,0,33,6,3,24,1,12,0,59,16
ERO1L,NW_010973114.1,3879291,3902132,-,22842,561,3447,44,1269,92,61,177,169,389,52,1144,892
PSMC6,NW_010973114.1,3902124,3915059,+,12936,329,3563,68,4792,501,427,1226,1059,3742,368,2210,3346
STYX,NW_010973114.1,3927361,3935793,+,8433,189,2081,33,2109,227,186,723,706,2201,206,1332,1434
GNPNAT1,NW_010973114.1,3940866,3960119,-,19254,425,128,1,75,17,13,43,22,91,8,102,60
FERMT2,NW_010973114.1,3961055,4011385,-,50331,1242,562,14,734,98,69,255,146,373,73,386,361
DDHD1,NW_010973114.1,4032366,4102147,-,69782,1360,315,6,215,24,13,98,57,87,17,233,55
BMP4,NW_010973114.1,4326716,4329573,-,2858,82,0,0,4,0,0,0,2,2,0,5,0
CDKN3,NW_010973114.1,4497874,4504828,+,6955,157,8,0,8,4,1,2,4,1,2,11,8
CNIH1,NW_010973114.1,4510089,4518068,-,7980,130,131,4,68,8,5,34,8,26,6,62,36
GMFB,NW_010973114.1,4528911,4540944,-,12034,243,1381,16,560,81,67,236,86,178,57,823,310
CGRRF1,NW_010973114.1,4541375,4554999,+,13625,278,356,6,302,52,30,113,78,323,24,202,235
SAMD4A,NW_010973114.1,4568461,4670788,+,102328,2477,759,12,364,62,51,158,39,92,48,671,133
GCH1,NW_010973114.1,4684769,4704859,-,20091,385,687,11,322,76,54,116,14,44,32,498,101
WDHD1,NW_010973114.1,4713539,4743354,-,29816,505,212,8,302,34,13,80,47,135,27,198,168
SOCS4,NW_010973114.1,4743677,4751872,+,8196,172,48,2,29,7,2,8,5,20,0,43,11
MAPK1IP1L,NW_010973114.1,4769461,4782417,+,12957,334,1964,33,2164,357,291,766,584,2212,198,1244,1602
LGALS3,NW_010973114.1,4794164,4797242,+,3079,51,168,1,17,6,3,11,4,3,0,33,17
DLGAP5,NW_010973114.1,4799676,4820190,-,20515,364,69,1,27,3,2,15,2,21,4,46,21
FBXO34,NW_010973114.1,4828715,4869076,+,40362,921,1886,23,1691,232,155,623,492,1456,156,1100,1375
ATG14,NW_010973114.1,4874911,4892469,-,17559,435,1912,34,2479,383,248,642,685,2217,269,1262,1845
TBPL2,NW_010973114.1,4895284,4905975,-,10692,241,7,0,6,0,3,1,0,5,1,23,2
TRNAG-UCC_3,NW_010973114.1,4905814,4905885,+,72,0,0,0,0,0,0,0,0,0,0,0,0
KTN1,NW_010973114.1,4942684,4996992,+,54309,1228,1818,24,475,48,48,155,60,117,44,756,229
PELI2,NW_010973114.1,5013346,5176948,+,163603,3748,6126,108,5604,887,490,1374,1061,3966,549,3032,2770
TMEM260,NW_010973114.1,5249034,5278250,+,29217,642,631,14,930,92,63,188,272,597,61,500,576
OTX2,NW_010973114.1,5369908,5374012,-,4105,146,0,0,1,0,1,0,3,3,0,2,1
EXOC5,NW_010973114.1,5579762,5608859,-,29098,575,2841,38,3141,359,294,869,727,2616,213,1890,2030
AP5M1,NW_010973114.1,5611350,5618786,+,7437,144,1324,27,1674,173,172,405,353,1331,120,760,1065
NAA30,NW_010973114.1,5656804,5676360,+,19557,401,1325,18,1388,218,197,452,404,1584,140,870,1123
LOC104839500,NW_010973114.1,5695810,5707407,-,11598,299,18,1,12,2,4,11,3,45,2,23,15
SLC35F4,NW_010973114.1,5714421,5741981,-,27561,583,6,0,17,2,6,7,1,18,0,21,13
LOC104839501,NW_010973114.1,5879206,5941534,-,62329,1478,21,0,36,12,4,12,12,52,1,61,20
ACTR10,NW_010973114.1,5958764,5974399,+,15636,307,1305,35,1786,264,184,389,457,1377,129,862,1320
TRNAK-CUU_7,NW_010973114.1,5976840,5976912,-,73,12,1,0,4,0,1,0,0,1,0,0,3
PSMA3,NW_010973114.1,5977059,5999813,+,22755,145,1499,33,1557,211,192,533,482,2130,160,872,1486
LOC104839504,NW_010973114.1,5982717,6002617,-,19901,112,922,14,1159,223,132,373,294,1325,93,473,572
ARID4A,NW_010973114.1,6003403,6058210,+,54808,1322,4813,94,3706,575,441,1436,1113,3759,418,2746,2840
TIMM9,NW_010973114.1,6058559,6072606,-,14048,297,432,11,354,64,54,123,116,527,38,302,336
KIAA0586,NW_010973114.1,6072755,6147240,+,74486,1341,3491,59,3956,526,387,1209,1089,3920,308,2207,2883
DACT1,NW_010973114.1,6182028,6197175,+,15148,321,12,0,20,3,5,5,6,23,6,24,12
LOC104839536,NW_010973114.1,6197554,6372859,-,175306,3805,110,1,86,31,13,44,28,86,6,201,57
LOC104839537,NW_010973114.1,6384489,6385722,-,1234,214,0,0,3,0,1,2,1,4,0,4,2
CSNK2B,NW_010973121.1,22,484,+,463,31,251,10,256,48,35,54,122,227,16,71,220
LOC104839606,NW_010973123.1,4659,17734,-,13076,370,3379,101,10316,242,93,511,1397,846,216,1514,20576
PLA2G4C,NW_010973123.1,20804,38408,+,17605,833,13222,421,49013,1121,335,2793,5522,4369,1408,6480,67888
LOC104839608,NW_010973123.1,56184,87547,-,31364,724,1889,25,3730,156,105,270,553,669,124,817,5574
VWA5A,NW_010973123.1,87546,96566,+,9021,274,16,1,16,0,1,3,6,23,0,27,11
LOC104839610,NW_010973123.1,112032,114513,+,2482,99,199,6,155,31,23,73,43,233,32,133,143
SDR39U1,NW_010973123.1,156720,162271,-,5552,186,506,12,653,112,67,185,220,594,62,382,614
LOC104839612,NW_010973123.1,234299,235237,-,939,15,1,0,0,0,0,0,0,0,0,1,0
LOC104839613,NW_010973123.1,259627,260559,+,933,32,0,0,1,0,0,0,0,0,0,0,1
LOC104839614,NW_010973123.1,268118,269101,-,984,25,1,0,0,0,0,0,2,1,0,3,1
CCR6,NW_010973123.1,291600,294105,-,2506,41,4,0,3,1,0,2,0,2,0,11,3
FGFR1OP,NW_010973123.1,321568,348085,-,26518,501,2364,50,2676,356,262,788,559,2168,301,1434,1901
RNASET2,NW_010973123.1,353316,380487,+,27172,467,847,6,180,33,40,86,23,46,21,398,95
RPS6KA2,NW_010973123.1,406712,712525,+,305814,5747,1560,16,449,141,67,213,100,294,91,1243,242
MPC1,NW_010973123.1,740781,744416,+,3636,71,419,11,522,53,51,127,142,435,40,276,408
SFT2D1,NW_010973123.1,752513,772069,+,19557,433,4745,72,4990,597,441,1527,1178,4054,494,3130,3638
T,NW_010973123.1,866917,873842,+,6926,140,16,0,8,1,1,5,5,9,1,13,5
LOC104839617,NW_010973123.1,928028,928372,+,345,0,0,0,0,0,0,0,0,0,0,0,0
LOC104839546,NW_010973123.1,929296,929785,-,490,18,186,6,142,32,10,35,18,43,13,57,64
PDE10A,NW_010973123.1,931910,1310868,+,378959,6911,1364,16,270,64,43,110,74,245,36,615,201
IPMK,NW_010973123.1,2816293,2854057,-,37765,1395,17208,341,21047,2580,2047,5569,6021,20043,1787,10830,14988
CISD1,NW_010973123.1,2865289,2877219,-,11931,245,679,11,737,93,117,255,221,885,45,454,639
UBE2D1,NW_010973123.1,2887102,2896846,+,9745,193,773,18,802,119,77,196,216,670,67,515,539
TFAM,NW_010973123.1,2898811,2907473,+,8663,217,1199,17,1420,199,180,398,384,1482,118,754,1079
DNAJC9,NW_010973123.1,2908344,2913226,+,4883,53,168,0,213,32,37,72,48,160,12,109,114
FAM149B1,NW_010973123.1,2911017,2927630,-,16614,261,973,16,1436,162,112,304,378,1027,96,715,917
ECD,NW_010973123.1,2928085,2939863,+,11779,193,776,9,764,96,74,186,222,659,63,409,608
NUDT13,NW_010973123.1,2948549,2953865,-,5317,121,101,2,87,11,8,30,24,92,5,48,67
P4HA1,NW_010973123.1,2968613,2997269,+,28657,807,5448,81,2333,159,301,643,439,1111,294,2772,1482
PLA2G12B,NW_010973123.1,3005188,3016300,+,11113,261,131,3,92,13,11,28,18,35,10,86,47
OIT3,NW_010973123.1,3021129,3053760,-,32632,756,2706,51,2071,278,251,642,553,1428,162,1245,1349
MCU,NW_010973123.1,3051853,3147241,-,95389,2086,5627,108,4882,685,617,1427,1496,3687,474,3426,3392
MICU1,NW_010973123.1,3163371,3260517,+,97147,2631,13879,260,17404,1996,1810,4125,4248,13421,1671,8448,11648
DNAJB12,NW_010973123.1,3262110,3281418,+,19309,477,1349,23,1100,178,138,399,341,992,92,806,776
DDIT4,NW_010973123.1,3284763,3286264,-,1502,97,2031,24,584,116,83,391,93,216,68,735,291
ANAPC16,NW_010973123.1,3292510,3298787,-,6278,75,253,4,312,57,39,98,70,222,24,142,215
ASCC1,NW_010973123.1,3294946,3336988,+,42043,1002,1641,31,1707,194,249,482,559,1720,142,1235,1274
SAR1A,NW_010973123.1,3347709,3353181,-,5473,199,1365,26,1905,232,182,750,422,1564,134,832,1017
PPA1,NW_010973123.1,3353082,3364665,-,11584,270,843,33,1414,158,104,434,289,1038,112,596,835
NPFFR1,NW_010973123.1,3364969,3367316,-,2348,79,3,0,3,3,0,2,1,3,0,5,0
LRRC20,NW_010973123.1,3370552,3378562,-,8011,171,1,0,4,2,0,1,1,6,1,11,4
EIF4EBP2,NW_010973123.1,3379323,3380908,+,1586,38,11,0,8,0,2,1,2,2,0,18,5
PALD1,NW_010973123.1,3395132,3409622,+,14491,418,22,0,20,3,1,10,5,7,3,44,15
ADAMTS14,NW_010973123.1,3422690,3458382,+,35693,894,10,1,22,4,1,2,3,18,5,44,15
LOC104839624,NW_010973123.1,3462949,3467985,-,5037,129,0,0,1,0,0,0,0,1,0,7,1
LOC104839625,NW_010973123.1,3473850,3486024,-,12175,281,4,0,8,1,0,1,0,4,0,10,4
SGPL1,NW_010973123.1,3506951,3536680,+,29730,563,562,11,117,31,33,74,10,23,11,376,67
PCBD1,NW_010973123.1,3540443,3542999,-,2557,71,38,1,5,0,4,4,0,1,4,29,1
UNC5B,NW_010973123.1,3805900,3836758,+,30859,824,5,0,17,0,0,6,3,9,5,50,10
SLC29A3,NW_010973123.1,3842766,3853125,+,10360,300,306,12,442,55,52,195,156,458,38,193,309
CDH23,NW_010973123.1,3869091,4074481,+,205391,4792,186,6,171,46,32,74,60,240,17,318,114
LOC104839605,NW_010973123.1,4025816,4026127,-,312,0,0,0,0,0,0,0,0,0,0,0,0
LOC104839573,NW_010973123.1,4043968,4054815,-,10848,0,0,0,0,0,0,0,0,0,0,0,0
LOC104839574,NW_010973123.1,4076332,4080054,-,3723,115,5,0,3,0,0,2,1,3,0,6,2
LOC104839575,NW_010973123.1,4085757,4109468,-,23712,933,15069,298,16882,1991,1510,4491,4294,12503,1314,8936,11384
CHST3,NW_010973123.1,4131991,4133545,+,1555,44,9,0,1,2,0,1,0,1,0,9,1
AIFM2,NW_010973123.1,4142848,4149040,+,6193,135,113,2,46,12,8,15,4,9,2,46,38
LOC104839578,NW_010973123.1,4149451,4170603,-,21153,423,200,2,253,23,16,52,25,51,15,129,91
LOC104839580,NW_010973123.1,4194503,4213312,-,18810,450,11,0,10,1,1,3,2,3,2,36,5
TSPAN15,NW_010973123.1,4351131,4367754,-,16624,333,12,0,12,2,5,4,4,12,1,20,5
TACR2,NW_010973123.1,4373050,4382853,+,9804,216,31,0,14,3,1,4,2,10,0,15,7
HK1,NW_010973123.1,4386693,4424503,-,37811,834,1142,20,418,58,49,144,56,93,39,521,248
HKDC1,NW_010973123.1,4441241,4461129,-,19889,444,91,4,75,20,17,54,34,192,6,81,110
SUPV3L1,NW_010973123.1,4466964,4481209,-,14246,301,580,11,716,109,78,188,250,799,42,395,570
VPS26A,NW_010973123.1,4486805,4497573,-,10769,236,1160,26,1281,192,174,346,370,1359,84,838,983
SRGN,NW_010973123.1,4501290,4503917,-,2628,81,1286,34,661,175,96,350,46,75,69,946,206
KIAA1279,NW_010973123.1,4515583,4529155,-,13573,323,1502,23,1130,184,153,468,322,1335,127,671,905
LOC104839631,NW_010973123.1,4529250,4544268,-,15019,309,703,21,957,138,146,300,384,1260,66,564,1047
LOC104839587,NW_010973123.1,4544688,4560943,-,16256,295,601,11,555,78,66,190,125,473,36,564,442
STOX1,NW_010973123.1,4562522,4568999,-,6478,131,55,1,32,14,3,16,13,84,6,32,43
CCAR1,NW_010973123.1,4597216,4624649,-,27434,840,2560,54,2711,424,382,971,928,3187,291,1771,2384
TET1,NW_010973123.1,4646483,4707481,-,60999,1211,1931,44,2286,300,156,680,561,1899,189,1210,1415
SLC25A16,NW_010973123.1,4724524,4746617,+,22094,368,1459,25,1836,206,125,441,361,1175,119,802,1240
DNA2,NW_010973123.1,4745623,4766831,+,21209,293,116,2,143,22,14,44,29,76,12,51,70
RUFY2,NW_010973123.1,4772491,4796910,+,24420,413,969,22,1082,173,127,265,311,1042,81,730,995
HNRNPH3,NW_010973123.1,4798897,4806722,-,7826,736,5079,129,6638,1071,819,2438,1932,7488,610,3843,5313
PBLD,NW_010973123.1,4807504,4823961,+,16458,326,154,1,160,23,14,50,48,177,12,108,109
ATOH7,NW_010973123.1,4842165,4842659,+,495,14,11,2,10,2,4,3,1,5,0,4,4
MYPN,NW_010973123.1,4853398,4902269,-,48872,842,107,1,75,10,10,46,27,99,17,68,80
HERC4,NW_010973123.1,4932653,4967978,+,35326,680,4950,81,5457,627,482,1683,1428,4924,436,2775,3393
SIRT1,NW_010973123.1,4976255,4993499,-,17245,504,3946,72,4553,717,559,1531,1306,5968,414,2689,3429
DNAJC12,NW_010973123.1,5002271,5012761,+,10491,180,157,1,126,29,24,74,47,225,19,147,127
TRNAS-UGA_2,NW_010973123.1,5019491,5019572,-,82,5,0,0,0,0,0,0,0,1,0,1,0
CTNNA3,NW_010973123.1,5034984,5564758,+,529775,7012,230,13,248,54,51,122,102,319,19,307,171
LRRTM3,NW_010973123.1,5180295,5270035,-,89741,0,0,0,0,0,0,0,0,0,0,0,0
U2AF2,NW_010973124.1,11,2041,-,2031,63,190,5,208,54,43,79,63,225,29,164,229
LOC104839634,NW_010973125.1,74,1514,+,1441,61,38,1,74,19,16,23,21,60,10,40,49
LOC104839635,NW_010973126.1,701,1596,+,896,58,157,5,263,53,19,69,81,186,25,116,201
FBL,NW_010973127.1,339,1255,-,917,25,59,1,125,27,24,20,24,61,15,47,97
LOC104839638,NW_010973132.1,9,15376,+,15368,220,99,2,52,12,9,13,9,56,10,60,38
NUMB,NW_010973132.1,18590,56057,-,37468,745,1782,32,919,128,133,321,99,306,80,1041,436
LOC104839727,NW_010973132.1,122238,123191,+,954,25,25,0,21,0,4,6,3,4,4,20,11
LOC104839728,NW_010973132.1,126203,131506,+,5304,109,189,6,98,7,16,44,11,39,7,94,58
LOC104839639,NW_010973132.1,132997,156718,+,23722,436,504,9,357,64,36,113,71,151,19,251,230
ELMSAN1,NW_010973132.1,170179,192525,-,22347,443,560,11,258,48,32,79,17,25,24,322,85
PTGR2,NW_010973132.1,248081,258743,+,10663,181,101,0,25,1,4,10,2,12,1,29,13
TMEM62,NW_010973132.1,267642,290010,-,22369,339,1467,11,1121,120,94,230,165,603,44,632,582
UBR1,NW_010973132.1,293906,366481,+,72576,1562,8275,143,9636,1290,871,2571,2462,8204,796,5037,6911
LOC104839643,NW_010973132.1,374958,387304,-,12347,230,113,1,52,11,13,24,22,71,5,74,53
TTBK2,NW_010973132.1,425618,490666,+,65049,955,150,1,143,19,33,41,37,108,15,210,160
LOC104839730,NW_010973132.1,502408,505125,-,2718,56,45,0,34,16,7,29,5,9,4,35,22
CDAN1,NW_010973132.1,508892,539440,+,30549,571,168,0,175,19,23,41,50,104,10,102,174
STARD9,NW_010973132.1,544583,661768,-,117186,2196,153,8,239,42,25,61,34,168,19,153,88
HAUS2,NW_010973132.1,664571,668588,-,4018,112,700,13,1059,111,97,226,264,939,64,466,728
LRRC57,NW_010973132.1,670328,675356,+,5029,100,404,10,370,60,42,126,117,332,26,200,313
SNAP23,NW_010973132.1,679722,701694,-,21973,501,2891,62,3343,313,283,819,658,2391,198,1660,2017
ZNF106,NW_010973132.1,702401,742007,+,39607,861,2309,30,1995,261,229,481,822,2566,152,954,1527
CAPN3,NW_010973132.1,748089,777821,-,29733,632,633,11,450,39,37,58,31,84,30,508,122
GANC,NW_010973132.1,780437,808239,-,27803,476,580,9,546,76,63,127,191,436,37,348,539
TMEM87A,NW_010973132.1,808884,832428,+,23545,487,2954,50,3481,393,357,992,844,2823,248,1838,2921
VPS39,NW_010973132.1,837547,863312,+,25766,538,3107,56,3958,416,377,936,898,2842,290,2008,3050
PLA2G4F,NW_010973132.1,865958,890917,+,24960,453,179,3,159,15,7,72,64,187,26,137,194
LOC104839736,NW_010973132.1,905853,925893,+,20041,445,5,0,7,2,2,1,5,10,1,19,4
LOC104839652,NW_010973132.1,933398,967417,+,34020,629,15,1,27,4,6,3,2,21,2,43,8
LOC104839738,NW_010973132.1,970784,996103,+,25320,450,5,0,12,2,0,6,1,21,0,24,12
LOC104839653,NW_010973132.1,1000510,1035493,+,34984,700,12,0,25,3,5,7,10,22,1,39,10
LOC104839739,NW_010973132.1,1053657,1078580,+,24924,465,10,1,13,0,0,2,5,14,2,25,11
LOC104839740,NW_010973132.1,1082355,1099393,+,17039,338,3,1,17,5,5,3,2,12,0,16,5
LOC104839654,NW_010973132.1,1116835,1154998,+,38164,752,61,1,45,17,6,16,18,60,2,45,57
EHD4,NW_010973132.1,1163785,1191744,+,27960,913,13035,232,13625,1762,1698,3505,3463,11359,1041,7395,11006
SPTBN5,NW_010973132.1,1201431,1301210,+,99780,1994,793,12,618,94,94,201,171,795,65,455,702
PLA2G4B,NW_010973132.1,1312711,1342190,-,29480,602,41,0,40,10,7,23,10,52,2,45,29
LOC104839656,NW_010973132.1,1373900,1378016,-,4117,111,22,1,49,8,7,9,19,28,6,38,34
JMJD7,NW_010973132.1,1379238,1387138,-,7901,161,114,1,125,7,7,39,40,94,8,92,103
MAPKBP1,NW_010973132.1,1392410,1494520,-,102111,2453,1331,23,1520,171,102,337,328,752,135,815,823
MGA,NW_010973132.1,1513555,1565542,-,51988,2343,13579,236,14574,1954,1764,4921,3604,11670,1280,8558,7977
TYRO3,NW_010973132.1,1590212,1633964,-,43753,968,489,12,181,29,52,63,19,37,16,274,68
LOC104839744,NW_010973132.1,1640218,1642603,-,2386,60,0,0,0,0,0,0,0,1,0,7,0
RPAP1,NW_010973132.1,1673452,1714896,+,41445,1041,4894,80,6432,850,632,1548,1792,5844,605,3234,4334
LTK,NW_010973132.1,1787665,1886591,+,98927,2045,820,12,842,111,93,268,278,1106,55,450,584
ITPKA,NW_010973132.1,1893072,1931945,-,38874,920,4694,72,4766,661,514,1514,1294,5135,411,2316,4023
LOC104839662,NW_010973132.1,1950930,1962052,-,11123,229,4,0,4,2,2,0,1,6,3,11,2
RTF1,NW_010973132.1,2007060,2037144,-,30085,886,5797,113,7142,1160,688,1835,1827,5950,540,2903,4399
NDUFAF1,NW_010973132.1,2037510,2046440,+,8931,178,607,11,670,101,85,236,169,580,76,319,423
NUSAP1,NW_010973132.1,2048221,2060947,-,12727,205,34,0,45,6,4,33,6,17,0,50,12
OIP5,NW_010973132.1,2061361,2066027,+,4667,87,16,0,20,3,1,7,8,12,3,13,15
LOC104839666,NW_010973132.1,2072754,2084744,-,11991,261,1064,28,1060,140,129,262,246,688,85,728,776
CHP1,NW_010973132.1,2087125,2106003,-,18879,449,4511,80,3948,544,419,1491,1249,3873,314,2216,3225
EXD1,NW_010973132.1,2106324,2129460,+,23137,423,341,3,292,40,26,70,101,223,25,177,279
INO80,NW_010973132.1,2131010,2202557,+,71548,1653,5721,106,6897,954,680,1998,1740,6246,523,3454,5048
CHAC1,NW_010973132.1,2218568,2219646,-,1079,33,74,1,26,3,0,23,12,23,3,8,27
DLL4,NW_010973132.1,2248957,2259448,-,10492,228,4,1,5,1,0,4,4,8,3,14,7
VPS18,NW_010973132.1,2400693,2411795,-,11103,378,1746,27,2048,297,268,582,574,1887,154,1402,1343
RHOV,NW_010973132.1,2420096,2424683,+,4588,100,164,3,144,13,8,21,3,12,5,106,7
SPINT1,NW_010973132.1,2447743,2465653,-,17911,405,50,0,25,0,1,9,10,14,2,30,13
PPP1R14D,NW_010973132.1,2475109,2483949,+,8841,211,1208,18,1340,169,106,265,273,872,79,386,834
ZFYVE19,NW_010973132.1,2487228,2498693,-,11466,395,1453,24,1574,191,158,388,382,1222,133,612,1018
LOC104839749,NW_010973132.1,2504653,2517355,-,12703,248,104,1,45,17,13,22,19,75,3,61,92
LOC104839676,NW_010973132.1,2551807,2741180,+,189374,3888,727,8,560,112,67,249,150,506,82,767,274
CHST1,NW_010973132.1,2748165,2750135,-,1971,65,1,0,1,1,1,2,0,4,0,2,0
SLC35C1,NW_010973132.1,2819501,2822802,+,3302,65,38,1,27,8,8,16,7,6,0,18,26
CRY2,NW_010973132.1,2823855,2847429,+,23575,621,1763,26,1706,280,292,573,565,1698,142,1567,1541
MAPK8IP1,NW_010973132.1,2863584,2872616,+,9033,221,34,2,57,22,16,32,21,132,5,42,52
LOC104839679,NW_010973132.1,2873478,2874310,-,833,36,67,2,120,25,17,34,41,161,15,62,106
PEX16,NW_010973132.1,2875175,2886170,-,10996,403,1531,22,2145,347,232,504,511,1793,171,946,1491
GYLTL1B,NW_010973132.1,2887038,2905619,+,18582,518,120,3,178,34,19,51,45,135,28,174,130
