GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
TRAPPC13,NW_010973158.1,1682260,1706807,-,24548,1004,215,1684,2134,2412,30,1814,2240,1435,302,337,93,1162,683,607,247,1013,918,1991,159,701,575,1257,762
TRIM23,NW_010973158.1,1707111,1735511,+,28401,1446,270,2210,2550,3295,45,1985,2314,1884,349,395,113,1521,897,1020,395,1551,1366,2856,241,1022,739,1577,948
PPWD1,NW_010973158.1,1737546,1753974,-,16429,1037,141,1614,1779,2318,30,1484,2061,1151,243,310,93,1009,552,658,291,1030,825,1874,167,700,499,734,817
LOC104839959,NW_010973158.1,1753300,1754074,-,775,1,0,1,0,1,0,4,0,3,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
CENPK,NW_010973158.1,1754118,1777543,+,23426,502,172,726,800,1334,11,800,999,536,106,107,41,449,317,216,112,424,344,1051,84,301,235,412,301
ADAMTS6,NW_010973158.1,1811428,1961200,+,149773,217,1148,206,317,132,2,90,86,105,20,27,13,37,48,39,16,128,54,115,8,35,93,44,37
CWC27,NW_010973158.1,2011852,2130398,-,118547,7162,1245,10601,9671,12950,171,8788,10354,7795,1454,1841,562,5195,3295,3873,1481,6745,5260,11972,1077,4574,3381,4189,3858
SREK1IP1,NW_010973158.1,2130633,2140233,+,9601,950,104,1262,1236,1914,33,1223,1421,1040,200,324,87,790,438,496,232,1043,867,1729,132,623,422,610,538
RGS7BP,NW_010973158.1,2156870,2236809,-,79940,130,661,192,225,57,7,166,111,129,34,15,12,89,66,67,8,65,22,184,10,27,71,165,27
RNF180,NW_010973158.1,2297268,2316968,-,19701,39,154,61,47,10,1,22,15,20,2,6,2,4,6,12,1,12,8,31,0,8,21,25,2
HTR1A,NW_010973158.1,2386474,2387786,+,1313,0,18,1,0,0,0,0,2,2,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1
IPO11,NW_010973158.1,2837855,2949370,-,111516,2934,2148,4043,4134,6105,74,4031,5019,2932,600,887,281,2243,1485,1647,719,2852,2352,4738,415,2043,1490,2471,1969
LRRC70,NW_010973158.1,2857529,2859454,-,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMT1,NW_010973158.1,2950094,2956016,+,5923,865,91,1075,1208,1625,17,1059,1410,679,160,295,62,621,314,362,177,979,734,1192,85,611,368,501,611
KIF2A,NW_010973158.1,2957338,2994159,-,36822,1085,321,1829,2327,3290,42,2343,3012,1164,272,261,123,1133,763,616,260,925,817,2851,246,926,777,1261,959
ZSWIM6,NW_010973158.1,3242455,3292019,-,49565,2445,581,3417,5080,4041,78,3407,3876,2069,517,574,275,1994,1361,1288,407,1818,1437,4203,369,1349,1862,3447,1253
SMIM15,NW_010973158.1,3430894,3432659,+,1766,1260,38,1604,1625,3650,52,2157,2694,1572,368,373,107,1224,740,736,346,1247,1053,2233,129,1045,581,1029,1137
NDUFAF2,NW_010973158.1,3433077,3498957,-,65881,3368,661,5548,5034,9416,105,5005,5974,4732,804,1013,269,2610,1748,1862,782,3665,2636,5800,534,2054,1322,2126,2058
ERCC8,NW_010973158.1,3499079,3528881,+,29803,2469,270,3770,3851,4647,49,3117,3898,2884,564,656,242,2225,1406,1332,557,2313,2003,4954,427,1469,1176,1972,1496
ELOVL7,NW_010973158.1,3526757,3584966,+,58210,538,640,731,802,739,13,470,562,527,110,173,53,524,313,239,105,557,462,798,72,347,251,322,205
DEPDC1B,NW_010973158.1,3588546,3612094,+,23549,50,195,61,73,70,1,111,86,45,10,13,4,47,29,21,8,50,21,90,8,12,26,53,28
PDE4D,NW_010973158.1,3922712,4293931,+,371220,2680,3223,6055,6572,6568,105,6360,6272,3164,658,262,183,3165,2066,1229,267,1060,499,8938,666,1268,1715,3445,943
LOC104839939,NW_010973158.1,4294453,4296594,+,2142,91,22,147,254,48,3,181,132,75,20,1,7,79,61,58,3,27,12,134,8,17,106,191,22
RAB3C,NW_010973158.1,4333661,4454695,-,121035,544,1124,993,961,1173,12,505,642,682,149,222,62,414,328,313,113,339,208,1158,98,308,245,285,129
PLK2,NW_010973158.1,4520424,4526351,+,5928,212,63,420,538,843,28,713,868,331,96,37,24,436,265,134,43,146,91,1118,79,137,153,445,140
GPBP1,NW_010973158.1,5039589,5095795,-,56207,3007,3632,2357,3594,4493,63,2719,3807,1656,437,949,470,1495,1080,2109,712,2459,2347,4050,413,2164,2621,4371,1683
MIER3,NW_010973158.1,5109199,5129017,+,19819,2167,250,2468,2053,3876,33,2685,3306,2142,382,545,144,1537,944,1068,514,2159,1686,3418,276,1619,1069,1393,1333
SETD9,NW_010973158.1,5136495,5147083,-,10589,201,123,195,275,191,2,183,226,179,32,36,11,178,109,58,42,165,136,246,25,136,130,143,113
MAP3K1,NW_010973158.1,5152815,5175996,-,23182,374,162,561,994,225,14,560,495,274,75,17,37,227,205,180,30,86,36,573,47,108,370,537,86
ANKRD55,NW_010973158.1,5460729,5507680,+,46952,195,342,280,351,351,6,295,327,258,52,47,14,226,129,110,50,149,129,349,27,93,95,135,90
LOC104839946,NW_010973158.1,5493695,5519312,-,25618,87,121,175,182,216,3,147,145,100,27,14,13,86,53,64,23,73,68,174,19,34,53,67,37
IL6ST,NW_010973158.1,5537389,5572974,+,35586,2775,410,4308,4889,5780,70,4635,6072,3624,678,760,243,3185,1801,1585,654,2265,2027,5554,434,1787,1519,2778,1701
LOC104839949,NW_010973158.1,5589233,5624073,-,34841,763,268,1561,1940,1174,51,2334,1707,897,198,38,74,719,362,741,105,265,73,1815,93,306,832,1950,189
DDX4,NW_010973158.1,5642084,5660192,-,18109,21,185,22,14,11,0,13,12,8,0,4,2,2,3,7,1,12,8,11,0,3,13,9,3
SLC38A9,NW_010973158.1,5693601,5742558,+,48958,2200,543,4016,4356,5490,75,3811,4829,2915,614,575,222,2194,1327,1414,634,1873,1610,4546,422,1118,808,2158,1596
PPAP2A,NW_010973158.1,5774460,5834719,+,60260,204,567,271,258,298,5,193,171,168,21,89,22,113,67,159,61,267,182,391,14,122,112,173,121
SKIV2L2,NW_010973158.1,5834610,5886027,-,51418,1754,487,2236,2433,3269,43,2226,2790,1838,382,496,166,1356,844,966,404,1671,1347,2638,232,1108,801,1313,1163
DHX29,NW_010973158.1,5889025,5912317,+,23293,1050,228,1768,1956,2506,30,1434,1867,1217,263,268,100,959,578,665,313,1158,919,1856,158,684,550,788,790
CCNO,NW_010973158.1,5913913,5916550,+,2638,4,19,6,2,8,0,5,4,3,2,1,0,0,2,1,0,2,9,2,0,0,4,3,2
GPX8,NW_010973158.1,5946678,5950039,-,3362,12,46,7,6,8,0,3,4,3,0,1,2,5,1,5,2,6,5,6,0,9,9,7,6
CDC20B,NW_010973158.1,5952035,5973780,+,21746,14,245,16,6,8,1,12,9,14,1,2,0,5,2,4,1,17,9,4,1,4,5,2,3
LOC104839969,NW_010973158.1,5979103,5983766,-,4664,1,39,4,5,3,0,3,1,1,1,1,0,6,1,3,0,4,3,4,0,3,2,3,0
LOC104839970,NW_010973158.1,5987117,5993260,+,6144,2,50,8,3,7,0,1,4,3,1,0,2,0,1,0,0,5,1,3,1,1,2,1,0
ESM1,NW_010973158.1,6008594,6015261,+,6668,4,65,3,0,2,0,4,5,4,0,0,0,1,0,2,0,4,0,1,0,2,1,2,2
LOC104839971,NW_010973158.1,6061585,6080563,+,18979,16,206,14,29,11,1,14,22,6,5,5,1,11,8,14,2,21,8,31,5,5,18,21,6
KLHL20,NW_010973166.1,5541,29556,+,24016,1663,575,1461,1190,1996,25,1376,1564,1202,213,498,162,683,425,944,431,1750,1432,1594,128,1235,761,1090,1350
CENPL,NW_010973166.1,31768,35259,-,3492,68,59,57,39,52,1,37,53,30,7,25,6,33,25,42,14,56,42,41,3,33,24,53,42
DARS2,NW_010973166.1,34560,73238,+,38679,2971,771,2021,2159,2883,46,1905,2502,1735,376,943,286,1112,616,1303,694,2755,2659,2066,191,1464,994,2571,2078
RGS8,NW_010973166.1,66372,93432,+,27061,591,544,360,394,433,2,274,262,361,73,231,67,183,116,238,129,589,572,322,24,230,178,563,401
RGS16,NW_010973166.1,102529,106790,+,4262,9,116,5,6,10,0,15,11,7,4,4,0,0,1,1,2,7,10,5,0,7,7,11,6
RNASEL,NW_010973166.1,113573,121687,+,8115,252,179,182,216,289,5,264,311,109,21,23,12,79,60,113,35,94,114,234,28,109,101,245,96
RGSL1,NW_010973166.1,125000,143433,-,18434,161,495,107,128,120,2,85,102,134,26,71,34,79,39,73,35,181,200,89,9,75,68,180,116
GLUL,NW_010973166.1,150503,157523,+,7021,5830,425,3358,4215,6954,114,4106,5022,4709,1049,1574,668,2299,1790,2564,1627,5798,5376,4795,411,3625,2371,6398,4564
LOC104840032,NW_010973166.1,233750,235164,-,1415,19,29,19,24,19,0,37,41,24,8,6,4,21,15,14,5,22,6,21,1,8,19,24,15
CACNA1E,NW_010973166.1,275065,446838,-,171774,326,4884,187,137,133,1,98,144,126,50,61,14,54,59,178,82,305,181,146,21,141,371,236,160
IER5,NW_010973166.1,448175,449021,-,847,8,8,1,5,10,0,8,2,3,1,0,3,1,1,2,0,6,7,2,1,2,7,5,0
STX6,NW_010973166.1,452378,471118,+,18741,419,462,174,347,288,8,247,275,200,55,53,38,120,120,144,50,124,77,333,60,137,288,416,246
KIAA1614,NW_010973166.1,474814,482174,-,7361,5,169,6,0,1,0,5,5,2,0,1,0,0,2,3,1,6,1,0,2,7,8,7,3
XPR1,NW_010973166.1,490476,601053,-,110578,3938,2211,2263,2523,2657,33,2075,2439,1754,337,803,309,1145,717,1655,644,2648,1893,2546,269,2199,1984,2988,2378
ACBD6,NW_010973166.1,614526,702994,+,88469,4291,2142,3066,2676,4410,49,3214,3772,2519,499,1506,444,1430,909,2127,980,3870,3053,3511,352,2537,1792,2708,3012
LHX4,NW_010973166.1,707869,719341,-,11473,17,300,13,1,4,0,2,4,3,0,2,0,3,0,8,2,7,9,11,2,6,16,13,2
QSOX1,NW_010973166.1,725995,736221,-,10227,65,312,45,74,61,5,34,44,39,14,12,7,14,19,24,11,34,38,48,10,37,55,65,36
CEP350,NW_010973166.1,743091,828324,-,85234,19871,2758,11090,12430,14908,197,9559,12668,9293,1886,4074,1314,6385,4095,7289,3368,13572,11557,13505,1199,10119,7105,11675,9137
LOC104839982,NW_010973166.1,828299,838533,-,10235,1334,209,929,942,1372,15,1088,1275,792,187,370,138,473,328,623,237,1039,784,1187,97,779,662,1259,838
LOC104839984,NW_010973166.1,842766,852383,+,9618,112,233,85,108,135,3,123,137,83,27,45,23,47,40,73,42,129,116,101,14,72,86,147,96
LOC104840039,NW_010973166.1,856719,879646,+,22928,80,583,45,66,24,2,79,32,30,7,11,5,24,23,33,10,47,24,59,8,25,45,75,29
FAM163A,NW_010973166.1,882503,883673,-,1171,2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,2,2
TDRD5,NW_010973166.1,908028,925059,-,17032,43,371,19,21,13,1,8,15,5,2,6,1,6,5,9,6,18,9,7,1,10,20,12,4
NPHS2,NW_010973166.1,927908,935049,+,7142,27,175,7,22,7,0,6,12,4,2,0,0,3,2,6,1,10,12,9,1,6,19,11,5
AXDND1,NW_010973166.1,938583,958501,-,19919,75,426,48,109,34,1,41,42,26,7,4,3,20,16,33,14,23,28,52,4,33,88,62,12
SOAT1,NW_010973166.1,963059,987942,-,24884,283,460,203,325,103,7,178,156,107,17,12,11,84,68,95,12,80,44,221,18,127,256,226,50
ABL2,NW_010973166.1,1036429,1051783,+,15355,174,300,93,107,134,4,115,115,53,14,19,7,48,42,79,23,78,72,95,13,59,66,112,71
TOR3A,NW_010973166.1,1058942,1065174,-,6233,16,152,12,3,6,0,4,10,8,2,1,4,2,4,2,3,10,14,6,1,1,20,7,3
FAM20B,NW_010973166.1,1068747,1087833,-,19087,977,390,604,605,889,13,522,670,482,116,258,93,340,206,353,205,711,651,636,55,513,336,912,709
RALGPS2,NW_010973166.1,1127928,1255851,-,127924,7228,2098,7306,8342,9375,121,5447,7236,4687,811,1625,523,4258,2477,5309,2235,7017,5689,7943,709,5149,3862,8817,5715
ANGPTL1,NW_010973166.1,1166155,1182713,+,16559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASAL2,NW_010973166.1,1302153,1489475,-,187323,842,3732,645,1292,303,22,297,342,319,82,64,43,174,205,305,54,327,135,538,55,254,1024,800,179
LOC104840045,NW_010973166.1,1503419,1508025,+,4607,34,109,6,3,2,0,1,2,1,0,6,5,1,1,28,12,37,33,2,1,21,30,22,17
SEC16B,NW_010973166.1,1519402,1540424,+,21023,41,627,19,13,12,0,8,16,7,1,3,0,4,2,5,3,30,8,14,0,12,33,26,7
BRINP2,NW_010973166.1,1668682,1674458,-,5777,10,163,2,0,2,0,3,5,3,2,1,0,0,0,3,0,7,3,2,0,4,6,5,3
ASTN1,NW_010973166.1,1674594,1738431,+,63838,102,1717,53,8,24,0,18,27,37,7,14,3,6,3,25,8,57,34,31,7,35,95,67,21
PAPPA2,NW_010973166.1,1748987,1837277,-,88291,134,2269,64,34,42,1,39,41,37,10,15,1,18,16,44,16,87,29,38,7,65,105,78,33
RFWD2,NW_010973166.1,1878168,2000004,+,121837,13743,2928,12039,12986,18423,233,10384,13956,8511,1760,3413,1149,5910,3913,7773,3476,11580,11063,13693,1285,8262,6533,13522,9518
TNR,NW_010973166.1,2064151,2093121,+,28971,43,717,26,20,14,1,9,19,21,2,12,3,6,5,5,4,34,22,12,1,21,53,29,13
KIAA0040,NW_010973166.1,2112200,2114423,+,2224,70,58,49,56,10,2,87,54,44,12,0,7,30,26,24,2,15,4,64,6,16,66,89,14
TNN,NW_010973166.1,2119200,2141604,-,22405,152,502,72,90,66,2,64,84,81,11,38,25,67,42,41,17,128,132,69,8,65,93,186,94
MRPS14,NW_010973166.1,2150585,2153781,+,3197,188,83,109,141,192,0,126,124,118,18,40,21,106,73,79,40,175,151,170,13,106,101,130,105
CACYBP,NW_010973166.1,2155044,2161414,-,6371,2754,368,1679,1905,3831,51,2241,2645,1817,364,1069,326,1306,957,1364,689,2547,2660,2771,219,1814,1402,2395,1797
RABGAP1L,NW_010973166.1,2169146,2409538,-,240393,4519,4974,3007,4180,5077,99,2844,2958,2191,410,760,538,1758,1296,3390,1111,3020,2521,3867,334,2472,3799,6981,2229
GPR52,NW_010973166.1,2337580,2338665,-,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC3H1,NW_010973166.1,2450792,2510801,+,60010,11998,1544,9001,9247,15837,192,12419,15009,10277,1876,4150,1303,7043,4275,8384,3638,14816,12155,11879,1126,11058,7398,11640,9323
SERPINC1,NW_010973166.1,2519244,2531669,+,12426,191,351,78,114,87,3,120,91,117,28,58,19,84,59,81,50,222,181,175,14,110,94,240,106
ZBTB37,NW_010973166.1,2543870,2557783,-,13914,1816,361,995,1077,1694,20,1259,1635,970,190,355,109,599,384,760,375,1122,865,1244,107,1078,747,998,877
LOC104840005,NW_010973166.1,2557951,2584201,+,26251,5627,680,3813,3714,6075,70,4180,5008,3514,678,1679,507,2457,1594,2909,1343,5543,4762,5092,472,3867,2645,3665,3442
HEBP2,NW_010973166.1,2573395,2577712,-,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,NW_010973166.1,2590057,2601363,+,11307,102,267,31,16,21,1,28,22,21,6,12,2,31,20,34,12,68,45,54,4,43,25,41,14
DHX9,NW_010973166.1,2601807,2630355,+,28549,1043,541,1062,1202,1887,16,923,1067,704,139,209,65,467,316,546,255,816,659,1150,94,649,521,688,680
SHCBP1L,NW_010973166.1,2631444,2656686,-,25243,108,462,46,54,42,3,37,53,36,6,24,3,49,19,34,23,76,79,51,6,38,37,59,47
LAMC1,NW_010973166.1,2656940,2727549,+,70610,406,1654,239,358,198,5,277,331,190,39,59,38,164,122,160,47,222,103,322,32,179,301,544,158
LAMC2,NW_010973166.1,2733395,2751627,+,18233,14,447,11,5,7,0,6,18,5,1,3,0,2,4,10,5,20,6,5,2,10,25,18,8
NMNAT2,NW_010973166.1,2756638,2778145,-,21508,43,560,17,1,10,0,9,16,6,1,3,0,2,0,6,4,31,14,11,0,4,31,15,7
SMG7,NW_010973166.1,2798240,2853660,+,55421,9667,1496,7279,7197,11426,157,7804,8989,6125,1131,3106,979,3930,2521,5418,2356,9911,8371,8850,757,7262,4880,7247,7070
NCF2,NW_010973166.1,2855056,2866012,-,10957,993,340,585,993,573,26,477,349,245,42,59,45,133,110,264,61,259,130,451,30,346,562,695,213
ARPC5,NW_010973166.1,2870110,2874930,-,4821,1303,143,693,1067,984,15,755,886,489,96,205,96,318,242,448,176,598,502,768,58,587,549,930,611
APOBEC4,NW_010973166.1,2876724,2877704,-,981,4,48,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,1,4,0,0
RGL1,NW_010973166.1,2879499,2992401,+,112903,334,2272,184,130,98,6,238,184,107,25,46,27,81,62,106,25,173,64,154,10,89,150,354,70
COLGALT2,NW_010973166.1,2997963,3016835,-,18873,27,398,28,24,10,0,25,16,9,2,7,1,7,2,17,5,23,9,16,3,13,29,51,6
TSEN15,NW_010973166.1,3058420,3071091,+,12672,145,277,98,56,144,0,118,102,84,14,27,6,50,28,90,27,129,83,141,9,117,88,56,80
LOC104840016,NW_010973166.1,3202046,3280202,+,78157,267,1508,158,218,88,6,75,98,69,21,37,19,31,38,55,22,138,62,133,9,68,137,185,61
LOC104840017,NW_010973166.1,3283250,3286002,-,2753,15,62,4,4,5,0,7,6,7,1,3,0,5,5,7,1,6,8,8,0,14,7,14,6
EDEM3,NW_010973166.1,3290997,3321711,-,30715,3781,592,3068,3494,3928,55,2616,3101,2147,425,1046,306,1440,862,1864,770,3180,2671,2925,258,2196,1598,3187,2198
FAM129A,NW_010973166.1,3323035,3392602,-,69568,1049,1377,1018,1404,301,32,1332,843,524,102,45,84,478,299,943,51,305,88,1262,64,393,1138,2375,294
RNF2,NW_010973166.1,3438081,3443791,+,5711,23,81,30,37,7,0,8,13,16,2,4,2,13,6,8,2,15,7,24,2,8,25,36,6
TRMT1L,NW_010973166.1,3449088,3472614,-,23527,648,484,520,575,587,12,430,492,285,57,164,73,219,145,298,105,493,447,464,32,398,350,617,440
SWT1,NW_010973166.1,3472898,3513058,+,40161,1443,770,1272,1511,1392,19,1092,1377,713,141,333,108,702,406,887,385,1374,1233,1413,98,908,751,1313,829
IVNS1ABP,NW_010973166.1,3515389,3525748,-,10360,1006,224,596,686,879,18,457,464,456,69,109,47,316,214,454,166,479,365,780,53,498,436,794,472
HMCN1,NW_010973166.1,3650744,3859282,+,208539,1936,3738,4609,5023,5614,75,4320,5684,3058,626,579,213,2428,1483,2194,1018,1872,1535,5464,495,2726,1999,2526,1627
PRG4,NW_010973166.1,3887445,3904285,+,16841,108,306,58,65,56,1,51,53,44,6,26,7,19,17,31,27,86,56,56,8,42,38,52,29
TPR,NW_010973166.1,3904360,3948680,-,44321,10287,1995,5676,6206,8640,116,5018,6266,4944,1032,2477,752,3528,2328,4441,2001,7990,7187,7141,631,5232,3646,6622,4573
LOC104840025,NW_010973166.1,3949167,3966832,+,17666,1010,266,706,719,1105,13,688,844,558,111,257,94,463,299,564,240,945,825,952,68,663,445,635,621
PDC,NW_010973166.1,3970629,3974100,-,3472,170,78,140,152,193,1,111,141,104,21,51,14,68,42,78,42,152,136,154,11,86,66,115,98
PTGS2,NW_010973166.1,4072864,4078805,-,5942,18,92,20,419,43,14,5,87,13,19,1,14,1,41,7,4,20,9,50,14,12,218,6,14
PLA2G4A,NW_010973166.1,4114889,4199575,+,84687,1544,1591,1540,3910,1078,45,1142,1160,511,140,109,127,388,332,632,102,442,256,1174,80,550,1384,2181,534
LOC104840059,NW_010973166.1,4529662,4532619,+,2958,16,185,6,1,0,0,0,5,2,1,2,0,0,0,2,0,1,4,1,0,4,18,16,2
LOC104840060,NW_010973166.1,4841967,4845238,-,3272,6323,6200,585,1009,941,20,445,587,528,81,1589,759,284,198,4282,1607,5619,5069,668,55,4092,4344,9007,4100
BRINP3,NW_010973166.1,5640996,5850636,-,209641,567,3293,249,104,141,7,120,136,141,28,114,22,37,61,92,39,346,129,148,14,101,165,131,83
LOC104840061,NW_010973172.1,328,1553,+,1226,338,41,289,253,392,11,372,363,634,127,154,91,132,127,89,54,260,201,365,49,202,144,313,322
SMYD1,NW_010973177.1,13909,41630,+,27722,71,686,28,19,16,0,16,17,20,3,4,6,8,17,10,2,44,19,30,1,26,104,114,15
FABP1,NW_010973177.1,43694,47578,-,3885,13,154,4,0,2,0,1,11,0,0,0,0,2,0,2,0,3,2,0,0,3,4,7,0
THNSL2,NW_010973177.1,59604,67447,+,7844,24,217,6,6,3,0,10,15,5,0,3,0,1,2,3,0,9,3,10,4,4,21,8,8
LOC104840103,NW_010973177.1,206248,219227,+,12980,18,390,18,4,8,1,6,9,8,1,6,3,3,6,6,3,12,8,6,2,12,24,9,2
EIF2AK3,NW_010973177.1,223706,262796,-,39091,991,749,846,1705,793,25,903,1101,605,122,139,73,428,284,377,191,491,451,780,71,391,599,841,451
RPIA,NW_010973177.1,276321,289096,+,12776,2806,422,2118,2367,3726,61,3146,4454,2585,536,967,425,1400,906,1392,932,2843,2641,2683,249,2237,1564,3004,2427
SUCLG1,NW_010973177.1,311239,328443,+,17205,1553,375,1136,1226,1681,8,1018,1165,961,172,442,124,566,326,817,346,1551,1298,1376,123,924,661,951,946
CTNNA2,NW_010973177.1,1754683,2212271,-,457589,1221,6939,647,237,329,2,289,292,324,73,211,44,105,104,174,63,751,233,303,27,221,363,333,151
LRRTM1,NW_010973177.1,1923720,1926331,+,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1D,NW_010973177.1,2810847,2856962,+,46116,126,957,78,57,34,0,37,55,35,9,10,5,10,15,37,7,64,17,63,2,27,85,46,20
SMOX,NW_010973177.1,2885270,2940839,-,55570,155,1018,130,78,43,1,47,27,40,8,18,4,11,15,33,8,72,22,48,3,28,61,50,28
RNF24,NW_010973177.1,3038575,3050773,+,12199,237,326,222,297,184,3,160,159,126,25,57,30,101,58,137,38,218,180,221,24,166,172,234,172
PANK2,NW_010973177.1,3053955,3063424,-,9470,965,244,734,978,840,18,695,693,502,112,230,99,363,201,469,184,736,660,834,58,546,539,1165,662
MAVS,NW_010973177.1,3077995,3084601,-,6607,1515,270,913,947,1268,15,928,1021,911,175,379,174,430,378,575,362,1380,1069,1077,123,782,680,1094,998
PTPRA,NW_010973177.1,3104558,3214655,+,110098,2609,2779,1918,3150,1416,63,1929,1526,884,180,283,226,768,673,1063,263,835,520,2062,160,923,1909,3184,1031
MRPS26,NW_010973177.1,3222028,3224664,+,2637,949,158,643,587,974,24,928,960,632,133,329,123,437,398,360,226,787,721,796,68,469,370,655,630
LOC104840076,NW_010973177.1,3224833,3225912,-,1080,50,42,21,16,43,0,61,59,13,3,27,15,33,36,12,19,31,30,43,2,22,23,40,33
LOC104840077,NW_010973177.1,3228542,3230218,-,1677,3,47,2,2,2,0,2,0,2,0,2,0,1,0,1,0,8,1,2,0,3,9,0,0
UBOX5,NW_010973177.1,3235712,3244636,-,8925,817,258,473,604,679,10,521,605,537,115,232,74,423,249,342,151,890,708,691,54,592,371,517,438
FASTKD5,NW_010973177.1,3244313,3255852,-,11540,1203,304,811,759,1023,11,795,817,661,127,411,133,532,281,472,230,1260,1084,997,91,756,512,575,579
LOC104840081,NW_010973177.1,3266681,3273248,-,6568,18,135,10,20,4,0,3,4,11,1,4,3,4,4,4,2,27,9,9,0,10,20,8,2
DDRGK1,NW_010973177.1,3352812,3392128,-,39317,2783,974,2087,2284,2677,42,2033,2359,1871,383,796,275,1238,731,1628,685,2742,2478,2413,217,1994,1594,2040,2206
LOC104840082,NW_010973177.1,3482368,3490815,-,8448,16,241,8,4,7,0,4,5,4,2,1,0,1,0,6,2,8,3,4,0,4,13,9,1
SLC4A11,NW_010973177.1,3505576,3571678,-,66103,1920,1384,1718,2856,353,53,2314,1772,840,303,68,350,989,756,900,47,420,176,1264,73,512,1994,3254,390
LOC104840108,NW_010973177.1,3735390,3873657,-,138268,938,2776,715,946,711,15,655,701,523,142,160,101,308,412,558,185,799,596,961,142,890,1353,1391,428
ATRN,NW_010973177.1,3904509,4024599,+,120091,18741,2879,17118,19407,23835,297,14806,20227,11989,2395,4948,1756,9175,5775,12801,5999,22364,18773,20106,1824,15245,10984,20593,15863
GFRA4,NW_010973177.1,4033650,4047389,-,13740,19,361,11,6,7,0,1,5,4,2,5,0,1,2,7,5,15,11,5,1,14,13,11,7
ADAM33,NW_010973177.1,4293249,4325299,-,32051,232,895,137,275,57,8,227,218,147,48,11,30,77,106,106,16,69,42,240,20,74,360,455,69
ALMS1,NW_010973177.1,4328739,4365296,-,36558,829,737,498,542,690,13,400,553,405,89,167,52,273,142,310,142,577,465,650,75,438,325,582,399
LOC104840084,NW_010973177.1,4373872,4402690,-,28819,609,598,350,382,464,7,310,373,250,37,147,33,192,108,245,106,480,326,469,47,321,273,392,299
EGR4,NW_010973177.1,4429281,4431073,+,1793,1,67,1,1,0,0,0,2,3,0,0,0,0,2,0,1,0,3,2,0,0,1,4,1
FBXO41,NW_010973177.1,4436649,4447984,+,11336,54,270,6,6,10,0,4,15,17,2,21,4,8,8,6,1,47,43,17,1,13,21,6,7
CCT7,NW_010973177.1,4454257,4467946,-,13690,1799,347,869,991,1437,24,1070,1317,980,210,535,165,563,399,707,378,1557,1468,1116,92,1007,671,1276,980
PRADC1,NW_010973177.1,4468316,4471799,+,3484,220,129,117,84,134,2,167,154,115,27,48,27,65,46,77,41,179,169,107,11,135,87,112,151
SMYD5,NW_010973177.1,4472605,4480355,-,7751,113,217,45,93,54,2,75,67,54,14,13,18,33,24,45,20,63,73,54,12,36,100,101,38
NOTO,NW_010973177.1,4483807,4488601,-,4795,18,125,6,0,3,0,2,1,3,2,5,0,2,2,0,0,23,14,7,0,5,5,5,1
LOC104840114,NW_010973177.1,4488831,4509451,-,20621,24,501,14,1,5,0,2,11,5,4,3,2,1,3,8,1,31,12,14,2,10,35,16,5
RAB11FIP5,NW_010973177.1,4510435,4552143,+,41709,7340,1464,5935,6506,7272,129,6127,6169,5186,1007,1404,732,4014,2804,5069,2185,8408,6350,7102,602,5172,3969,7248,5152
SFXN5,NW_010973177.1,4559039,4660588,+,101550,1153,2303,980,1084,1077,18,592,672,599,119,243,88,601,347,641,265,1124,895,938,81,526,432,1041,707
EMX1,NW_010973177.1,4667028,4676750,-,9723,3,190,6,0,2,0,1,3,5,1,1,1,1,1,2,1,4,3,2,0,1,11,3,1
SPR,NW_010973177.1,4690078,4691852,-,1775,3,43,4,6,1,0,6,1,2,0,1,0,0,1,2,0,1,2,1,0,0,5,4,1
EXOC6B,NW_010973177.1,4756991,5006013,+,249023,1068,5464,691,1025,385,11,611,539,381,77,80,62,273,265,422,70,449,178,776,53,325,786,1115,226
LOC104840117,NW_010973177.1,5052179,5058543,+,6365,9,171,9,2,9,0,1,3,3,0,1,0,0,1,1,1,10,3,2,0,3,5,8,1
